community_area,year,month,total_crime_count,total_crime_weight,avg_latitude,avg_longitude,arrest_rate,risk_score,safety_score
3.0,2018,11,298,1447.0,41.9665546811745,-87.65758868021811,0.191,23.81,76.19
3.0,2018,12,306,1472.0,41.9663709451634,-87.65761531038562,0.183,24.22,75.78
3.0,2019,1,259,1244.0,41.96610104775675,-87.65704801071814,0.139,22.1,77.9
3.0,2019,2,246,1144.0,41.96659165016666,-87.65785614676423,0.187,20.64,79.36
3.0,2019,3,246,1196.0,41.96665103402032,-87.65699744370731,0.215,20.74,79.26
3.0,2019,4,263,1244.0,41.96663563147148,-87.65787690307225,0.156,22.01,77.99
3.0,2019,5,303,1446.0,41.96652588640594,-87.65701917780198,0.188,23.93,76.07
3.0,2019,6,311,1527.0,41.96612887882637,-87.65686875130868,0.158,24.98,75.02
3.0,2019,7,337,1721.0,41.96588808467656,-87.65571886260237,0.202,26.45,73.55
3.0,2019,8,289,1402.0,41.96577036156055,-87.65696470403115,0.253,22.69,77.31
3.0,2019,9,290,1378.0,41.96583406327931,-87.65681004520344,0.183,23.23,76.77
3.0,2019,10,235,1087.0,41.9668355221617,-87.65674867528935,0.179,20.1,79.9
3.0,2019,11,251,1200.0,41.96573278243028,-87.65703430831873,0.195,21.07,78.93
3.0,2019,12,283,1349.0,41.96600513008127,-87.65755833929329,0.184,22.88,77.12
3.0,2020,1,248,1185.0,41.9651847475242,-87.65669817115726,0.27,20.15,79.85
3.0,2020,2,258,1231.0,41.96603814983333,-87.65747060441086,0.186,21.52,78.48
3.0,2020,3,189,954.0,41.96605768061376,-87.65812952336508,0.18,18.25,81.75
3.0,2020,4,197,923.0,41.96587505047716,-87.65722375918783,0.076,19.21,80.79
3.0,2020,5,208,1065.0,41.966139247567305,-87.6566984344423,0.13,19.92,80.08
3.0,2020,6,267,1319.0,41.965768419329585,-87.6561919858764,0.142,22.77,77.23
3.0,2020,7,281,1433.0,41.96644276218505,-87.65701689436655,0.135,23.95,76.05
3.0,2020,8,275,1403.0,41.96630969651636,-87.65709792646182,0.109,23.88,76.12
3.0,2020,9,253,1269.0,41.966031930747036,-87.6579244401502,0.099,22.58,77.42
3.0,2020,10,284,1385.0,41.96497018349296,-87.65807964905282,0.109,23.91,76.09
3.0,2020,11,193,909.0,41.96683553163213,-87.65843583794302,0.093,18.86,81.14
3.0,2020,12,214,1036.0,41.96694139185046,-87.65800074536449,0.103,20.09,79.91
3.0,2021,1,248,1175.0,41.96652758973791,-87.65762921844758,0.085,21.93,78.07
3.0,2021,2,180,869.0,41.96653224592778,-87.65773173696667,0.078,18.48,81.52
3.0,2021,3,216,1107.0,41.96648441536575,-87.65729032731944,0.111,20.57,79.43
3.0,2021,4,244,1237.0,41.96697506963525,-87.65624597997541,0.127,21.89,78.11
3.0,2021,5,255,1237.0,41.96545918232941,-87.65577159659216,0.09,22.47,77.53
3.0,2021,6,254,1264.0,41.965264665157484,-87.65572585372834,0.118,22.37,77.63
3.0,2021,7,290,1450.0,41.96567328084827,-87.65601958977932,0.114,24.46,75.54
3.0,2021,8,300,1483.0,41.96664639435333,-87.65663171756333,0.073,25.29,74.71
3.0,2021,9,291,1493.0,41.966513949477665,-87.65695477080756,0.117,24.76,75.24
3.0,2021,10,298,1461.0,41.96657455149329,-87.65740016760738,0.084,24.98,75.02
3.0,2021,11,291,1497.0,41.96664314508591,-87.65720340010652,0.1,24.96,75.04
3.0,2021,12,227,1198.0,41.96606869122467,-87.65687359394273,0.101,21.55,78.45
3.0,2022,1,248,1193.0,41.965927614362904,-87.65670724202016,0.069,22.23,77.77
3.0,2022,2,217,1027.0,41.96551988023041,-87.65670175206911,0.083,20.28,79.72
3.0,2022,3,277,1375.0,41.96520013544404,-87.65682918981227,0.087,23.93,76.07
3.0,2022,4,271,1360.0,41.96536526431734,-87.65627111926568,0.14,23.17,76.83
3.0,2022,5,279,1409.0,41.96532706660573,-87.65610311927598,0.09,24.19,75.81
3.0,2022,6,387,1905.0,41.96585139583204,-87.65577528030491,0.106,29.7,70.3
3.0,2022,7,357,1732.0,41.966027359123245,-87.65575353809244,0.084,28.08,71.92
3.0,2022,8,384,1850.0,41.96631642453385,-87.65581278477083,0.086,29.44,70.56
3.0,2022,9,393,1984.0,41.96607334345802,-87.65544201216794,0.097,30.49,69.51
3.0,2022,10,372,1811.0,41.966288961158604,-87.65725293308601,0.081,28.98,71.02
3.0,2022,11,308,1507.0,41.966507584259745,-87.65751191569481,0.094,25.41,74.59
3.0,2022,12,286,1414.0,41.96598300452098,-87.65741610859091,0.098,24.27,75.73
3.0,2023,1,364,1773.0,41.96658612730494,-87.65669744760714,0.124,28.12,71.88
3.0,2023,2,307,1509.0,41.966116589954396,-87.65737226886645,0.121,25.14,74.86
3.0,2023,3,339,1671.0,41.9667197579705,-87.65676134686726,0.13,26.84,73.16
3.0,2023,4,354,1675.0,41.96623417476554,-87.65751762685875,0.13,27.15,72.85
3.0,2023,5,380,1887.0,41.96552345466842,-87.65641621136842,0.097,29.52,70.48
3.0,2023,6,418,2106.0,41.966501802944975,-87.65632476111244,0.117,31.65,68.35
3.0,2023,7,454,2268.0,41.966040046603524,-87.65572089582379,0.126,33.43,66.57
3.0,2023,8,436,2132.0,41.966156817227066,-87.6557793675711,0.128,32.07,67.93
3.0,2023,9,454,2320.0,41.96606546964538,-87.65533686594713,0.132,33.75,66.25
3.0,2023,10,428,2083.0,41.965571674672894,-87.65575236132945,0.114,31.69,68.31
3.0,2023,11,320,1595.0,41.96609152860625,-87.65642968561562,0.138,25.85,74.15
3.0,2023,12,319,1595.0,41.966048983880874,-87.65650273583071,0.154,25.67,74.33
3.0,2024,1,319,1565.0,41.96680732283699,-87.65689011363322,0.169,25.29,74.71
3.0,2024,2,317,1590.0,41.966159519933754,-87.65604713736593,0.151,25.62,74.38
3.0,2024,3,357,1678.0,41.96572466884034,-87.65721895645659,0.118,27.35,72.65
3.0,2024,4,376,1836.0,41.96631224756915,-87.65685771161968,0.109,28.96,71.04
3.0,2024,5,409,2044.0,41.9659622551198,-87.65623193834719,0.134,30.85,69.15
3.0,2024,6,421,2127.0,41.96635916859382,-87.65587810689311,0.14,31.63,68.37
3.0,2024,7,417,2102.0,41.96618126823741,-87.65590785261631,0.149,31.29,68.71
3.0,2024,8,411,2057.0,41.966204888654495,-87.65582934011437,0.131,31.02,68.98
3.0,2024,9,419,2129.0,41.96613058830549,-87.6563522470167,0.131,31.7,68.3
3.0,2024,10,374,1891.0,41.96630703658556,-87.65635767010963,0.152,28.89,71.11
3.0,2024,11,337,1634.0,41.9665453147359,-87.6568913738635,0.178,26.05,73.95
3.0,2024,12,327,1590.0,41.96581975385015,-87.65717479290826,0.174,25.57,74.43
3.0,2025,1,296,1422.0,41.96613962365878,-87.65676960246284,0.162,23.88,76.12
3.0,2025,2,300,1526.0,41.96598973012667,-87.65601901126,0.197,24.37,75.63
3.0,2025,3,298,1523.0,41.965987073432885,-87.65622949700335,0.185,24.44,75.56
3.0,2025,4,345,1733.0,41.966488526565215,-87.65777890977391,0.113,27.58,72.42
3.0,2025,5,328,1571.0,41.96596160210061,-87.65565482119207,0.107,26.13,73.87
3.0,2025,6,414,2077.0,41.965938445879225,-87.65581302460387,0.097,31.57,68.43
3.0,2025,7,419,2100.0,41.96646601906683,-87.65584497488068,0.131,31.48,68.52
3.0,2025,8,391,1980.0,41.9663363169335,-87.65589040349106,0.141,29.98,70.02
3.0,2025,9,385,1926.0,41.965692678342855,-87.65625967017662,0.138,29.5,70.5
3.0,2025,10,370,1786.0,41.96613746127567,-87.6559207671027,0.116,28.4,71.6
3.0,2025,11,308,1550.0,41.96597367872727,-87.65559135727598,0.136,25.3,74.7
3.0,2025,12,274,1332.0,41.96666548433576,-87.65707857042337,0.139,23.04,76.96
4.0,2015,1,153,703.0,41.97182351639869,-87.68834876670589,0.163,15.89,84.11
4.0,2015,2,110,514.0,41.972842735090914,-87.68934720205453,0.245,12.87,87.13
4.0,2015,3,133,627.0,41.97309420030827,-87.68753414933083,0.271,13.88,86.12
4.0,2015,4,131,572.0,41.97226440717557,-87.6891992807481,0.176,14.39,85.61
4.0,2015,5,158,754.0,41.97196799839874,-87.6877601111962,0.158,16.41,83.59
4.0,2015,6,178,816.0,41.97273390024157,-87.68796274134269,0.208,16.75,83.25
4.0,2015,7,149,725.0,41.97267170991946,-87.68861274027518,0.181,15.8,84.2
4.0,2015,8,135,656.0,41.97256229576296,-87.68812533646667,0.119,15.66,84.34
4.0,2015,9,169,805.0,41.97277337498225,-87.6884426458639,0.107,17.51,82.49
4.0,2015,10,141,666.0,41.97271003717731,-87.6896681699078,0.177,15.25,84.75
4.0,2015,11,134,624.0,41.97258925660448,-87.68956058001493,0.119,15.39,84.61
4.0,2015,12,149,704.0,41.97252743342282,-87.68903670372484,0.201,15.44,84.56
4.0,2016,1,139,654.0,41.97224017252518,-87.68868247171942,0.187,15.03,84.97
4.0,2016,2,143,661.0,41.97252687844755,-87.68866864425175,0.182,15.21,84.79
4.0,2016,3,156,740.0,41.972337596416665,-87.68826127816666,0.135,16.51,83.49
4.0,2016,4,149,660.0,41.97231350202684,-87.68833074493288,0.168,15.45,84.55
4.0,2016,5,150,694.0,41.97233741044,-87.68834031138,0.167,15.74,84.26
4.0,2016,6,204,901.0,41.97142335252941,-87.68847835039216,0.074,19.2,80.8
4.0,2016,7,175,818.0,41.97133414570857,-87.68833404835999,0.131,17.47,82.53
4.0,2016,8,192,904.0,41.972459806421874,-87.68900749522918,0.125,18.49,81.51
4.0,2016,9,143,668.0,41.972896868944055,-87.68837224180419,0.112,15.96,84.04
4.0,2016,10,184,819.0,41.97211877697283,-87.68794310928261,0.103,17.93,82.07
4.0,2016,11,162,743.0,41.972342689858024,-87.68822524157407,0.117,16.81,83.19
4.0,2016,12,176,821.0,41.97211093463636,-87.68794666748863,0.119,17.63,82.37
4.0,2017,1,162,750.0,41.97116067950617,-87.68850027978395,0.154,16.5,83.5
4.0,2017,2,134,615.0,41.97206263917911,-87.68688674226865,0.142,15.1,84.9
4.0,2017,3,130,635.0,41.97189105994615,-87.68906372131538,0.177,14.82,85.18
4.0,2017,4,116,511.0,41.97239512278448,-87.68889444712931,0.172,13.69,86.31
4.0,2017,5,174,813.0,41.97104365098276,-87.686178389,0.195,16.77,83.23
4.0,2017,6,161,737.0,41.972140131633545,-87.68931829984471,0.143,16.5,83.5
4.0,2017,7,167,779.0,41.97094600503593,-87.68695132043113,0.18,16.55,83.45
4.0,2017,8,214,1004.0,41.97221152906075,-87.68937018571495,0.136,19.53,80.47
4.0,2017,9,195,959.0,41.97114680298461,-87.68857365563076,0.159,18.61,81.39
4.0,2017,10,182,847.0,41.97217954926923,-87.68859435005494,0.132,17.81,82.19
4.0,2017,11,168,798.0,41.9722376275119,-87.6885039723988,0.083,17.67,82.33
4.0,2017,12,162,777.0,41.97323715172839,-87.68853133758643,0.142,16.82,83.18
4.0,2018,1,171,807.0,41.97327142443859,-87.68896656677778,0.164,16.99,83.01
4.0,2018,2,146,663.0,41.97246877565753,-87.68710508019178,0.151,15.59,84.41
4.0,2018,3,139,680.0,41.971742696820144,-87.68842698127338,0.201,15.08,84.92
4.0,2018,4,150,750.0,41.97206031221333,-87.68798913103333,0.153,16.28,83.72
4.0,2018,5,173,816.0,41.97217769063584,-87.68868063372254,0.173,17.0,83.0
4.0,2018,6,165,726.0,41.97279806407879,-87.6881044678,0.103,16.89,83.11
4.0,2018,7,162,743.0,41.97205715474691,-87.68825659146914,0.111,16.88,83.12
4.0,2018,8,182,850.0,41.97200419879121,-87.6867920089121,0.115,18.0,82.0
4.0,2018,9,186,918.0,41.9725700592043,-87.68829012817204,0.167,18.06,81.94
4.0,2018,10,165,789.0,41.972360623424244,-87.68805532359394,0.109,17.29,82.71
4.0,2018,11,144,671.0,41.972212979736106,-87.68749371086112,0.132,15.8,84.2
4.0,2018,12,130,630.0,41.972624985461536,-87.6880561373,0.123,15.33,84.67
4.0,2019,1,130,637.0,41.9724810184,-87.68885515447693,0.1,15.61,84.39
4.0,2019,2,119,565.0,41.97288742910924,-87.6884745452689,0.126,14.61,85.39
4.0,2019,3,107,532.0,41.971099829046736,-87.68757220084113,0.121,14.19,85.81
4.0,2019,4,143,630.0,41.97268138397203,-87.68946780651748,0.091,15.89,84.11
4.0,2019,5,154,712.0,41.97311743362338,-87.6884854159026,0.149,16.12,83.88
4.0,2019,6,175,835.0,41.97237724082286,-87.69022230082857,0.149,17.42,82.58
4.0,2019,7,167,803.0,41.97316674182635,-87.69027721211377,0.102,17.51,82.49
4.0,2019,8,189,915.0,41.97265488895767,-87.68923363628042,0.138,18.38,81.62
4.0,2019,9,133,661.0,41.97274990307518,-87.68982397810525,0.135,15.49,84.51
4.0,2019,10,165,762.0,41.97220408810303,-87.6884490707091,0.103,17.15,82.85
4.0,2019,11,149,679.0,41.97190922097315,-87.68850584220134,0.128,16.0,84.0
4.0,2019,12,146,680.0,41.97263735721918,-87.68920665823973,0.103,16.2,83.8
4.0,2020,1,164,825.0,41.972028076359756,-87.68989740489634,0.14,17.23,82.77
4.0,2020,2,134,654.0,41.97273218064179,-87.6899665811194,0.097,15.84,84.16
4.0,2020,3,134,653.0,41.97219973779851,-87.68991148035076,0.075,16.05,83.95
4.0,2020,4,135,618.0,41.971772828259255,-87.68902459214074,0.044,16.12,83.88
4.0,2020,5,133,624.0,41.97260655008271,-87.68979440174436,0.12,15.36,84.64
4.0,2020,6,151,722.0,41.972499629913905,-87.68898300246359,0.053,17.1,82.9
4.0,2020,7,185,855.0,41.97188002952973,-87.6891141193081,0.103,18.22,81.78
4.0,2020,8,186,920.0,41.97203482986021,-87.68979414844624,0.091,18.83,81.17
4.0,2020,9,169,799.0,41.97170092439645,-87.68810005379882,0.065,17.88,82.12
4.0,2020,10,172,801.0,41.97286339864535,-87.6887680770058,0.047,18.14,81.86
4.0,2020,11,119,527.0,41.97272573258823,-87.68871012335293,0.109,14.5,85.5
4.0,2020,12,145,650.0,41.97246355862759,-87.68850764183448,0.076,16.23,83.77
4.0,2021,1,144,638.0,41.972853174236114,-87.68916153981944,0.09,15.97,84.03
4.0,2021,2,113,509.0,41.97266308185841,-87.6889238589115,0.08,14.55,85.45
4.0,2021,3,128,601.0,41.97355637016406,-87.68997224280469,0.117,15.13,84.87
4.0,2021,4,138,673.0,41.97180016736232,-87.68752569786233,0.072,16.3,83.7
4.0,2021,5,135,675.0,41.973305201896295,-87.68834986716297,0.096,16.02,83.98
4.0,2021,6,142,701.0,41.972229429056334,-87.68901291593662,0.077,16.53,83.47
4.0,2021,7,125,606.0,41.972297604832,-87.68940219304001,0.072,15.57,84.43
4.0,2021,8,123,572.0,41.973718708504066,-87.6901533390813,0.041,15.59,84.41
4.0,2021,9,158,781.0,41.97260782230379,-87.68902859332911,0.07,17.5,82.5
4.0,2021,10,188,887.0,41.973404140914894,-87.68912050429256,0.128,18.26,81.74
4.0,2021,11,123,570.0,41.97301509492683,-87.68980490158536,0.114,14.84,85.16
4.0,2021,12,126,635.0,41.97312269399206,-87.68941476472223,0.095,15.57,84.43
4.0,2022,1,127,571.0,41.97377108906299,-87.68953714649606,0.047,15.59,84.41
4.0,2022,2,92,403.0,41.974292166586956,-87.68956471252173,0.12,12.98,87.02
4.0,2022,3,141,630.0,41.97331842724822,-87.68940314734043,0.064,16.12,83.88
4.0,2022,4,141,709.0,41.973098981999996,-87.68890229852482,0.135,16.0,84.0
4.0,2022,5,172,815.0,41.972769042749995,-87.68845070657558,0.11,17.6,82.4
4.0,2022,6,159,783.0,41.97254742916353,-87.68933843290566,0.057,17.66,82.34
4.0,2022,7,172,808.0,41.971455133784886,-87.68847586001743,0.076,17.9,82.1
4.0,2022,8,200,962.0,41.97280827963,-87.68884537248499,0.09,19.41,80.59
4.0,2022,9,204,1023.0,41.972865280612744,-87.6894580982549,0.074,20.1,79.9
4.0,2022,10,202,925.0,41.97254843139109,-87.68967309331683,0.084,19.24,80.76
4.0,2022,11,164,791.0,41.97153905331707,-87.68945405489025,0.085,17.53,82.47
4.0,2022,12,203,973.0,41.97219182166503,-87.68773912453695,0.064,19.81,80.19
4.0,2023,1,194,967.0,41.97272695295361,-87.6892692951031,0.093,19.31,80.69
4.0,2023,2,155,788.0,41.9724142121871,-87.68888085065161,0.155,16.64,83.36
4.0,2023,3,162,774.0,41.97234232702469,-87.68809923917284,0.105,17.17,82.83
4.0,2023,4,152,738.0,41.97148820857237,-87.68905789755263,0.112,16.65,83.35
4.0,2023,5,184,912.0,41.97304439805978,-87.68895884924457,0.13,18.34,81.66
4.0,2023,6,190,911.0,41.9712664339,-87.68823388120526,0.147,18.28,81.72
4.0,2023,7,177,854.0,41.97251401900565,-87.69008293958193,0.164,17.45,82.55
4.0,2023,8,179,922.0,41.97197299752514,-87.68794835472067,0.101,18.62,81.38
4.0,2023,9,189,951.0,41.97274619724868,-87.68952708815344,0.143,18.6,81.4
4.0,2023,10,211,991.0,41.97168088582464,-87.68899184043603,0.066,20.07,79.93
4.0,2023,11,212,1036.0,41.97124156201416,-87.68769647609905,0.118,19.9,80.1
4.0,2023,12,202,1020.0,41.971951397326734,-87.68869102578219,0.109,19.69,80.31
4.0,2024,1,163,803.0,41.972684354404905,-87.68800420160122,0.086,17.59,82.41
4.0,2024,2,166,834.0,41.97210528530723,-87.68880062959639,0.139,17.35,82.65
4.0,2024,3,176,816.0,41.97242134359091,-87.68883120486932,0.102,17.76,82.24
4.0,2024,4,180,893.0,41.97212576829445,-87.68800912619444,0.111,18.32,81.68
4.0,2024,5,172,840.0,41.97206511503488,-87.68899435168024,0.122,17.67,82.33
4.0,2024,6,148,698.0,41.97228492418919,-87.68968476106757,0.095,16.45,83.55
4.0,2024,7,175,847.0,41.97262383104571,-87.68961624987429,0.114,17.85,82.15
4.0,2024,8,168,792.0,41.97136752463095,-87.68774525435119,0.131,17.15,82.85
4.0,2024,9,178,866.0,41.971092797039326,-87.68761618729775,0.118,18.01,81.99
4.0,2024,10,194,937.0,41.972022699154635,-87.68754016615979,0.088,19.14,80.86
4.0,2024,11,159,771.0,41.972542927635224,-87.6876527030629,0.057,17.57,82.43
4.0,2024,12,138,642.0,41.9718887660942,-87.68850504797102,0.116,15.63,84.37
4.0,2025,1,157,725.0,41.97105022584713,-87.68944263394904,0.102,16.74,83.26
4.0,2025,2,130,617.0,41.97149198188461,-87.68890154118462,0.185,14.61,85.39
4.0,2025,3,133,642.0,41.971979842458644,-87.68951507030076,0.18,14.9,85.1
4.0,2025,4,201,940.0,41.97162086511443,-87.6881936692189,0.109,19.07,80.93
4.0,2025,5,137,648.0,41.97244196460584,-87.68818368577372,0.095,15.87,84.13
4.0,2025,6,163,741.0,41.97098271930675,-87.68695056867485,0.067,17.32,82.68
4.0,2025,7,163,739.0,41.9725551311227,-87.68880549887116,0.08,17.18,82.82
4.0,2025,8,175,858.0,41.97225523804,-87.68814247821715,0.114,17.94,82.06
4.0,2025,9,178,884.0,41.97154560750562,-87.68727844094383,0.084,18.48,81.52
4.0,2025,10,181,840.0,41.97214299467404,-87.68821128314364,0.077,18.28,81.72
4.0,2025,11,136,641.0,41.972039708095586,-87.68607258583087,0.118,15.57,84.43
4.0,2025,12,133,619.0,41.97273585974436,-87.6896378076391,0.098,15.55,84.45
5.0,2015,1,110,536.0,41.947056686554546,-87.68287656769091,0.209,13.4,86.6
5.0,2015,2,93,416.0,41.94617445286022,-87.6829780524301,0.269,11.6,88.4
5.0,2015,3,104,465.0,41.94716730035577,-87.68288569867308,0.125,13.6,86.4
5.0,2015,4,119,523.0,41.94672897780672,-87.68275611592436,0.067,14.89,85.11
5.0,2015,5,106,482.0,41.94716678371698,-87.68321754216981,0.123,13.79,86.21
5.0,2015,6,136,612.0,41.948146803955886,-87.68297963352941,0.132,15.21,84.79
5.0,2015,7,126,567.0,41.946788138198414,-87.68241000142064,0.095,15.06,84.94
5.0,2015,8,119,553.0,41.947716872596644,-87.68322278889076,0.084,14.94,85.06
5.0,2015,9,111,489.0,41.94742225668468,-87.68359659331531,0.171,13.45,86.55
5.0,2015,10,120,576.0,41.94579486436667,-87.68298672789166,0.117,14.8,85.2
5.0,2015,11,112,508.0,41.94774680517857,-87.68313488909823,0.107,14.25,85.75
5.0,2015,12,113,497.0,41.94821619816814,-87.68235007229204,0.115,14.11,85.89
5.0,2016,1,103,454.0,41.947892678417475,-87.68313899314563,0.097,13.78,86.22
5.0,2016,2,86,390.0,41.94825794173256,-87.68321993886046,0.105,12.92,87.08
5.0,2016,3,121,546.0,41.94838218541322,-87.68363320714877,0.091,14.86,85.14
5.0,2016,4,124,553.0,41.946958507951614,-87.68382940614516,0.081,15.07,84.93
5.0,2016,5,98,472.0,41.94820492723469,-87.68327656215307,0.184,12.96,87.04
5.0,2016,6,130,573.0,41.94744561592307,-87.68410457869231,0.146,14.67,85.33
5.0,2016,7,116,527.0,41.94618006942241,-87.68311647306896,0.121,14.33,85.67
5.0,2016,8,114,501.0,41.94701786692106,-87.68294302976315,0.175,13.55,86.45
5.0,2016,9,116,505.0,41.947245210422416,-87.68341229073276,0.112,14.25,85.75
5.0,2016,10,143,643.0,41.945944814811185,-87.68327278327972,0.14,15.5,84.5
5.0,2016,11,114,512.0,41.94658682841228,-87.68217116200877,0.105,14.33,85.67
5.0,2016,12,120,537.0,41.948374910375,-87.6825294895,0.117,14.52,85.48
5.0,2017,1,92,422.0,41.94664054930435,-87.68342107359783,0.12,13.12,86.88
5.0,2017,2,100,473.0,41.94815602978,-87.68401116073001,0.12,13.64,86.36
5.0,2017,3,99,433.0,41.94704590574747,-87.68257109215152,0.061,13.92,86.08
5.0,2017,4,90,399.0,41.946296552899994,-87.68334817401112,0.178,12.33,87.67
5.0,2017,5,145,681.0,41.94692708087586,-87.68328988997241,0.11,16.11,83.89
5.0,2017,6,136,584.0,41.946893335375,-87.68285816977206,0.169,14.64,85.36
5.0,2017,7,136,578.0,41.94759068794117,-87.68324951592646,0.037,15.92,84.08
5.0,2017,8,158,728.0,41.947492920689875,-87.68299333879114,0.114,16.66,83.34
5.0,2017,9,114,553.0,41.946902507614034,-87.68250705695614,0.14,14.29,85.71
5.0,2017,10,118,545.0,41.9482418828644,-87.68329874833051,0.076,14.94,85.06
5.0,2017,11,95,420.0,41.947471218800004,-87.68320824118946,0.063,13.72,86.28
5.0,2017,12,109,494.0,41.94797457962385,-87.68284325733944,0.064,14.52,85.48
5.0,2018,1,105,481.0,41.949006671571425,-87.68301158240952,0.095,14.04,85.96
5.0,2018,2,88,378.0,41.94812364115909,-87.68251865975,0.057,13.34,86.66
5.0,2018,3,103,461.0,41.947664947485436,-87.68354929252428,0.136,13.45,86.55
5.0,2018,4,112,503.0,41.94951968608036,-87.68247243536608,0.098,14.3,85.7
5.0,2018,5,104,525.0,41.948281837067306,-87.68429304577884,0.115,14.14,85.86
5.0,2018,6,96,413.0,41.94848517104167,-87.68237621555208,0.104,13.28,86.72
5.0,2018,7,123,576.0,41.94865050342276,-87.68246243712196,0.081,15.21,84.79
5.0,2018,8,95,430.0,41.946260909810526,-87.68171961337895,0.063,13.8,86.2
5.0,2018,9,125,578.0,41.947872551336,-87.682653783016,0.064,15.44,84.56
5.0,2018,10,133,590.0,41.94753134566165,-87.68205770393985,0.09,15.41,84.59
5.0,2018,11,100,407.0,41.948480937490004,-87.68208476333001,0.1,13.35,86.65
5.0,2018,12,112,520.0,41.94790574136607,-87.68299889022322,0.116,14.25,85.75
5.0,2019,1,97,442.0,41.94828825874227,-87.68246186959794,0.103,13.52,86.48
5.0,2019,2,83,360.0,41.94798775046988,-87.68340776581927,0.108,12.6,87.4
5.0,2019,3,123,529.0,41.94734626833333,-87.6830218485935,0.187,13.81,86.19
5.0,2019,4,105,489.0,41.94849586345714,-87.683151968,0.076,14.29,85.71
5.0,2019,5,84,382.0,41.94842998317857,-87.68210803840476,0.119,12.68,87.32
5.0,2019,6,116,534.0,41.945840528577584,-87.6828281505862,0.069,14.9,85.1
5.0,2019,7,91,415.0,41.94794488940659,-87.68325401541759,0.088,13.36,86.64
5.0,2019,8,99,457.0,41.94578354363637,-87.68235688389899,0.071,13.99,86.01
5.0,2019,9,107,472.0,41.94703715228037,-87.68192904276634,0.084,14.12,85.88
5.0,2019,10,122,545.0,41.94728130209836,-87.683295945,0.107,14.71,85.29
5.0,2019,11,112,516.0,41.946714050169646,-87.68283496891965,0.125,14.13,85.87
